studies,workers,total_dicoms,stage,task,task_count,task_work_seconds,task_work_seconds_per_dicom,mean_chunk_seconds,timing_log
10,8,1620,fog,decrypt_in,8,6.183799999999999,0.0038171604938271597,0.7729749999999999,CaseStudyBoneTumore/resultsdicombydicom/10std/exp_w8/workflow_timing.log
10,8,1620,fog,encode_out,8,104.3482,0.06441246913580247,13.043525,CaseStudyBoneTumore/resultsdicombydicom/10std/exp_w8/workflow_timing.log
10,8,1620,fog,encrypt_out,8,140.1136,0.08648987654320987,17.5142,CaseStudyBoneTumore/resultsdicombydicom/10std/exp_w8/workflow_timing.log
10,8,1620,fog,fog_preprocessing,8,43.2952,0.026725432098765434,5.4119,CaseStudyBoneTumore/resultsdicombydicom/10std/exp_w8/workflow_timing.log
10,8,1620,fog,integrity_out,8,2.0065,0.0012385802469135803,0.2508125,CaseStudyBoneTumore/resultsdicombydicom/10std/exp_w8/workflow_timing.log
10,8,1620,fog,verify_in,8,4.0965,0.0025287037037037036,0.5120625,CaseStudyBoneTumore/resultsdicombydicom/10std/exp_w8/workflow_timing.log
10,8,1620,cloud,cloud_inference,8,179.4725,0.11078549382716049,22.4340625,CaseStudyBoneTumore/resultsdicombydicom/10std/exp_w8/workflow_timing.log
10,8,1620,cloud,decode_in,8,20.8019,0.012840679012345679,2.6002375,CaseStudyBoneTumore/resultsdicombydicom/10std/exp_w8/workflow_timing.log
10,8,1620,cloud,decompress_in,8,9.5441,0.00589141975308642,1.1930125,CaseStudyBoneTumore/resultsdicombydicom/10std/exp_w8/workflow_timing.log
10,8,1620,cloud,decrypt_in,8,13.509900000000002,0.008339444444444446,1.6887375000000002,CaseStudyBoneTumore/resultsdicombydicom/10std/exp_w8/workflow_timing.log
10,8,1620,cloud,verify_in,8,2.0576,0.0012701234567901235,0.2572,CaseStudyBoneTumore/resultsdicombydicom/10std/exp_w8/workflow_timing.log
1,1,162,edge,compress_out,1,0.4457,0.0027512345679012347,0.4457,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,edge,edge_acquisition,1,0.7098,0.004381481481481481,0.7098,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,edge,encode_out,1,2.3891,0.014747530864197531,2.3891,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,edge,encrypt_out,1,0.3093,0.0019092592592592594,0.3093,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,edge,integrity_out,1,0.3129,0.0019314814814814815,0.3129,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,fog,compress_out,1,0.362,0.0022345679012345677,0.362,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,fog,decode_in,1,0.5442,0.0033592592592592593,0.5442,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,fog,decompress_in,1,0.469,0.0028950617283950617,0.469,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,fog,decrypt_in,1,0.4368,0.0026962962962962965,0.4368,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,fog,encode_out,1,1.6205,0.010003086419753086,1.6205,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,fog,encrypt_out,1,0.398,0.0024567901234567903,0.398,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,fog,fog_preprocessing,1,4.1679,0.02572777777777778,4.1679,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,fog,integrity_out,1,0.2546,0.0015716049382716048,0.2546,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,fog,verify_in,1,0.3267,0.0020166666666666666,0.3267,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,cloud,cloud_inference,1,14.7405,0.09099074074074075,14.7405,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,cloud,decode_in,1,0.5238,0.0032333333333333337,0.5238,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,cloud,decompress_in,1,0.2967,0.0018314814814814817,0.2967,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,cloud,decrypt_in,1,0.4473,0.002761111111111111,0.4473,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,1,162,cloud,verify_in,1,0.1884,0.001162962962962963,0.1884,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w1/workflow_timing.log
1,16,162,edge,compress_out,15,1.0818999999999999,0.006678395061728394,0.07212666666666666,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,edge,edge_acquisition,15,1.6505999999999998,0.010188888888888888,0.11003999999999999,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,edge,encode_out,15,3.4007,0.020991975308641976,0.22671333333333335,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,edge,encrypt_out,15,0.8474000000000002,0.005230864197530865,0.05649333333333335,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,edge,integrity_out,15,0.4425,0.0027314814814814814,0.029500000000000002,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,fog,compress_out,15,0.41550000000000004,0.002564814814814815,0.027700000000000002,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,fog,decode_in,15,1.2036000000000002,0.007429629629629631,0.08024000000000002,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,fog,decompress_in,15,1.1413,0.007045061728395061,0.07608666666666666,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,fog,decrypt_in,15,0.7643,0.004717901234567901,0.05095333333333333,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,fog,encode_out,15,2.4444000000000004,0.015088888888888891,0.16296000000000002,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,fog,encrypt_out,15,0.5113,0.0031561728395061725,0.03408666666666667,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,fog,fog_preprocessing,15,22.6134,0.13958888888888887,1.50756,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,fog,integrity_out,15,0.2994,0.0018481481481481482,0.01996,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,fog,verify_in,15,1.8332999999999997,0.011316666666666664,0.12221999999999998,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,cloud,cloud_inference,15,100.8494,0.6225271604938272,6.723293333333333,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,cloud,decode_in,15,0.9142999999999999,0.005643827160493826,0.060953333333333325,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,cloud,decompress_in,15,0.4256,0.0026271604938271605,0.02837333333333333,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,cloud,decrypt_in,15,0.8833000000000001,0.00545246913580247,0.05888666666666667,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,16,162,cloud,verify_in,15,0.2176,0.0013432098765432097,0.014506666666666666,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w16/workflow_timing.log
1,2,162,edge,compress_out,2,0.439,0.0027098765432098763,0.2195,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,edge,edge_acquisition,2,0.9457,0.005837654320987654,0.47285,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,edge,encode_out,2,1.5815000000000001,0.009762345679012347,0.7907500000000001,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,edge,encrypt_out,2,0.354,0.002185185185185185,0.177,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,edge,integrity_out,2,0.31610000000000005,0.0019512345679012348,0.15805000000000002,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,fog,compress_out,2,0.4747,0.002930246913580247,0.23735,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,fog,decode_in,2,0.5630999999999999,0.0034759259259259257,0.28154999999999997,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,fog,decompress_in,2,0.6112,0.0037728395061728394,0.3056,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,fog,decrypt_in,2,0.39139999999999997,0.0024160493827160494,0.19569999999999999,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,fog,encode_out,2,2.3429,0.014462345679012348,1.17145,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,fog,encrypt_out,2,0.563,0.0034753086419753083,0.2815,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,fog,fog_preprocessing,2,4.5567,0.02812777777777778,2.27835,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,fog,integrity_out,2,0.2447,0.0015104938271604939,0.12235,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,fog,verify_in,2,0.3659,0.002258641975308642,0.18295,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,cloud,cloud_inference,2,21.4009,0.13210432098765432,10.70045,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,cloud,decode_in,2,0.788,0.004864197530864198,0.394,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,cloud,decompress_in,2,0.48250000000000004,0.0029783950617283954,0.24125000000000002,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
1,2,162,cloud,decrypt_in,2,0.6376,0.003935802469135802,0.3188,CaseStudyBoneTumore/resultsdicombydicom/1std/exp_w2/workflow_timing.log
