algoritmo,size_kb,object_id,time_seconds,tiempo_io_write_orig_s,tiempo_io_read_orig_s
SHA256,100,19,0.000059,0.000080,0.000017
SHA256,100,20,0.000059,0.000082,0.000017
SHA256,100,21,0.000058,0.000081,0.000018
SHA256,100,22,0.000059,0.000086,0.000018
SHA256,100,23,0.000058,0.000076,0.000018
SHA256,100,24,0.000061,0.000078,0.000020
SHA256,100,25,0.000058,0.000076,0.000018
SHA256,100,26,0.000058,0.000082,0.000019
SHA256,100,27,0.000059,0.000080,0.000018
SHA256,100,28,0.000059,0.000076,0.000030
SHA256,100,29,0.000059,0.000076,0.000017
SHA256,100,30,0.000059,0.000081,0.000017
SHA256,100,31,0.000059,0.000082,0.000017
SHA256,500,1,0.000268,0.000333,0.000256
SHA256,500,2,0.000273,0.000283,0.000190
SHA256,500,3,0.000268,0.000286,0.000181
SHA256,500,4,0.000273,0.000270,0.000074
SHA256,500,5,0.000273,0.000269,0.000072
SHA256,500,6,0.000270,0.000270,0.000070
SHA256,500,7,0.000272,0.000275,0.000073
SHA256,500,8,0.000271,0.000265,0.000069
SHA256,500,9,0.000272,0.000265,0.000069
SHA256,500,10,0.000272,0.000262,0.000071
SHA256,500,11,0.000276,0.000272,0.000071
SHA256,500,12,0.000272,0.000268,0.000071
SHA256,500,13,0.000272,0.000271,0.000070
SHA256,500,14,0.000276,0.000265,0.000070
SHA256,500,15,0.000275,0.000272,0.000069
SHA256,500,16,0.000276,0.000271,0.000069
SHA256,500,17,0.000272,0.000274,0.000071
SHA256,500,18,0.000272,0.000275,0.000071
SHA256,500,19,0.000272,0.000273,0.000069
SHA256,500,20,0.000271,0.000268,0.000069
SHA256,500,21,0.000272,0.000263,0.000071
SHA256,500,22,0.000272,0.000272,0.000070
SHA256,500,23,0.000272,0.000271,0.000071
SHA256,500,24,0.000273,0.000276,0.000070
SHA256,500,25,0.000275,0.000263,0.000069
SHA256,500,26,0.000294,0.000267,0.000076
SHA256,500,27,0.000276,0.000271,0.000070
SHA256,500,28,0.000272,0.000261,0.000071
SHA256,500,29,0.000272,0.000269,0.000071
SHA256,500,30,0.000272,0.000264,0.000070
SHA256,500,31,0.000272,0.000272,0.000069
SHA256,1000,1,0.000538,0.000607,0.000529
SHA256,1000,2,0.000536,0.000575,0.000395
SHA256,1000,3,0.000534,0.000547,0.000353
SHA256,1000,4,0.000540,0.000533,0.000159
SHA256,1000,5,0.000539,0.000530,0.000157
SHA256,1000,6,0.000542,0.000552,0.000163
SHA256,1000,7,0.000544,0.000542,0.000154
SHA256,1000,8,0.000542,0.000537,0.000159
