algorithm,size_kb,key_bits,object_id,tiempo_encryption_s,tiempo_decryption_s,tiempo_io_write_orig_s,tiempo_io_read_orig_s,tiempo_io_write_enc_s,tiempo_io_read_enc_s
AES,500,128,17,0.002702,0.002802,0.000122,0.000087,0.000161,0.000111
AES,500,128,18,0.002739,0.002851,0.000072,0.000093,0.000212,0.000126
AES,500,128,19,0.002725,0.002756,0.000090,0.000102,0.000151,0.000109
AES,500,128,20,0.002750,0.002811,0.000149,0.000097,0.000148,0.000103
AES,500,128,21,0.002735,0.002811,0.000078,0.000087,0.000161,0.000103
AES,500,128,22,0.002735,0.002770,0.000133,0.000093,0.000168,0.000089
AES,500,128,23,0.002737,0.002760,0.000089,0.000099,0.000156,0.000093
AES,500,128,24,0.002717,0.002870,0.000128,0.000102,0.000171,0.000120
AES,500,128,25,0.002734,0.002767,0.000098,0.000095,0.000166,0.000110
AES,500,128,26,0.002747,0.002807,0.000084,0.000102,0.000170,0.000107
AES,500,128,27,0.002737,0.002776,0.000081,0.000088,0.000246,0.000122
AES,500,128,28,0.002768,0.002768,0.000079,0.000113,0.000161,0.000123
AES,500,128,29,0.002727,0.002850,0.000084,0.000165,0.000196,0.000121
AES,500,128,30,0.002715,0.002764,0.000098,0.000095,0.000153,0.000184
AES,500,128,31,0.002722,0.002874,0.000099,0.000112,0.000185,0.000116
AES,500,256,1,0.003535,0.007720,0.000091,0.000087,0.000200,0.000094
AES,500,256,2,0.003493,0.003904,0.000322,0.000144,0.000197,0.000100
AES,500,256,3,0.003813,0.003652,0.000077,0.000090,0.000180,0.000088
AES,500,256,4,0.003538,0.003675,0.000097,0.000094,0.000192,0.000117
AES,500,256,5,0.003515,0.003686,0.000100,0.000092,0.000159,0.000163
AES,500,256,6,0.003621,0.003587,0.000093,0.000106,0.000175,0.000095
AES,500,256,7,0.003530,0.004154,0.000124,0.000098,0.000189,0.000105
AES,500,256,8,0.003520,0.003779,0.000083,0.000193,0.000190,0.000120
AES,500,256,9,0.003643,0.003833,0.000073,0.000087,0.000189,0.000106
AES,500,256,10,0.003503,0.003895,0.000082,0.000089,0.000202,0.000093
AES,500,256,11,0.003635,0.003674,0.000087,0.000079,0.000204,0.000107
AES,500,256,12,0.003775,0.003593,0.000105,0.000094,0.000153,0.000119
AES,500,256,13,0.003523,0.003713,0.000080,0.000092,0.000169,0.000115
AES,500,256,14,0.003522,0.003712,0.000084,0.000097,0.000173,0.000108
AES,500,256,15,0.003513,0.003586,0.000072,0.000118,0.000168,0.000186
AES,500,256,16,0.003514,0.003576,0.000090,0.000107,0.000165,0.000127
AES,500,256,17,0.003494,0.003717,0.000093,0.000101,0.000170,0.000150
AES,500,256,18,0.003521,0.003689,0.000081,0.000095,0.000186,0.000123
AES,500,256,19,0.003612,0.003581,0.000081,0.000085,0.000162,0.000177
AES,500,256,20,0.003513,0.003566,0.000093,0.000349,0.000171,0.000122
AES,500,256,21,0.003516,0.003585,0.000085,0.000097,0.000173,0.000100
AES,500,256,22,0.003607,0.003578,0.000119,0.000100,0.000153,0.000093
AES,500,256,23,0.003499,0.003568,0.000083,0.000106,0.000165,0.000091
AES,500,256,24,0.003507,0.003674,0.000133,0.000102,0.000177,0.000114
AES,500,256,25,0.003560,0.003621,0.000079,0.000091,0.000170,0.000116
AES,500,256,26,0.003487,0.003686,0.000106,0.000100,0.000188,0.000126
AES,500,256,27,0.003523,0.003773,0.000094,0.000102,0.000164,0.000165
AES,500,256,28,0.003518,0.003784,0.000086,0.000109,0.000181,0.000096
AES,500,256,29,0.003568,0.003697,0.000115,0.000102,0.000170,0.000105
AES,500,256,30,0.003532,0.003682,0.000093,0.000094,0.000190,0.000121
AES,500,256,31,0.003531,0.003637,0.000076,0.000097,0.000171,0.000087
AES,1000,128,1,0.005674,0.005620,0.000207,0.000359,0.000324,0.000350
AES,1000,128,2,0.005604,0.005536,0.000205,0.000412,0.000413,0.000306
AES,1000,128,3,0.005441,0.005534,0.000228,0.000297,0.000296,0.000360
AES,1000,128,4,0.005446,0.005557,0.000308,0.000242,0.000447,0.000328
AES,1000,128,5,0.005486,0.005505,0.000209,0.000308,0.000324,0.000346
AES,1000,128,6,0.005456,0.005492,0.000193,0.000314,0.000311,0.000357
AES,1000,128,7,0.005453,0.005586,0.000245,0.000360,0.000381,0.000316
AES,1000,128,8,0.005577,0.005563,0.000183,0.000297,0.000426,0.000290
AES,1000,128,9,0.005447,0.005597,0.000193,0.000300,0.000410,0.000365
AES,1000,128,10,0.005451,0.005663,0.000195,0.000293,0.000337,0.000243
AES,1000,128,11,0.005452,0.005599,0.000191,0.000280,0.000430,0.000237
AES,1000,128,12,0.005446,0.005572,0.000185,0.000278,0.000433,0.000341
AES,1000,128,13,0.005453,0.005513,0.000185,0.000286,0.000320,0.000343
AES,1000,128,14,0.005456,0.005750,0.000257,0.000261,0.000349,0.000263
AES,1000,128,15,0.005489,0.005520,0.000176,0.000283,0.000429,0.000297
AES,1000,128,16,0.005446,0.005554,0.000193,0.000284,0.000393,0.000332
AES,1000,128,17,0.005439,0.005539,0.000257,0.000257,0.000390,0.000314
AES,1000,128,18,0.005482,0.005574,0.000263,0.000230,0.000433,0.000312
AES,1000,128,19,0.005441,0.005611,0.000336,0.000320,0.000369,0.000324
AES,1000,128,20,0.005451,0.005553,0.000183,0.000356,0.000376,0.000326
AES,1000,128,21,0.005455,0.005500,0.000182,0.000296,0.000311,0.000339
AES,1000,128,22,0.005450,0.005499,0.000195,0.000325,0.000338,0.000326
AES,1000,128,23,0.005444,0.005677,0.000193,0.000305,0.000314,0.000241
AES,1000,128,24,0.005451,0.005585,0.000189,0.000277,0.000421,0.000249
AES,1000,128,25,0.005563,0.005547,0.000182,0.000273,0.000455,0.000306
AES,1000,128,26,0.005453,0.005531,0.000207,0.000299,0.000402,0.000304
AES,1000,128,27,0.005464,0.005693,0.000201,0.000299,0.000357,0.000264
AES,1000,128,28,0.005442,0.005728,0.000183,0.000284,0.000369,0.000251
AES,1000,128,29,0.005460,0.005535,0.000179,0.000270,0.000336,0.000404
AES,1000,128,30,0.005441,0.005526,0.000190,0.000329,0.000404,0.000331
AES,1000,128,31,0.005444,0.005645,0.000257,0.000235,0.000348,0.000236
AES,1000,256,1,0.007029,0.007363,0.000218,0.000281,0.000339,0.000253
AES,1000,256,2,0.007032,0.007118,0.000215,0.000258,0.000322,0.000416
AES,1000,256,3,0.007023,0.007137,0.000193,0.000335,0.000322,0.000361
AES,1000,256,4,0.007036,0.007176,0.000235,0.000274,0.000387,0.000334
AES,1000,256,5,0.007019,0.007131,0.000187,0.000309,0.000318,0.000325
AES,1000,256,6,0.007000,0.007296,0.000276,0.000257,0.000326,0.000236
AES,1000,256,7,0.007011,0.007204,0.000286,0.000289,0.000365,0.000262
AES,1000,256,8,0.007027,0.007195,0.000256,0.000233,0.000356,0.000284
AES,1000,256,9,0.007129,0.007170,0.000174,0.000271,0.000438,0.000317
AES,1000,256,10,0.007040,0.007201,0.000251,0.000249,0.000394,0.000329
AES,1000,256,11,0.007022,0.007323,0.000204,0.000301,0.000363,0.000239
AES,1000,256,12,0.007022,0.007160,0.000199,0.000278,0.000441,0.000294
AES,1000,256,13,0.007025,0.007177,0.000185,0.000299,0.000386,0.000311
AES,1000,256,14,0.007022,0.007192,0.000234,0.000258,0.000420,0.000307
AES,1000,256,15,0.007007,0.007213,0.000240,0.000254,0.000368,0.000256
AES,1000,256,16,0.007011,0.007206,0.000208,0.000291,0.000364,0.000245
AES,1000,256,17,0.007030,0.007161,0.000174,0.000283,0.000420,0.000325
AES,1000,256,18,0.007038,0.007131,0.000283,0.000211,0.000323,0.000334
AES,1000,256,19,0.007017,0.007300,0.000292,0.000238,0.000334,0.000244
AES,1000,256,20,0.007023,0.007213,0.000228,0.000244,0.000431,0.000223
AES,1000,256,21,0.007032,0.007170,0.000174,0.000267,0.000427,0.000308
AES,1000,256,22,0.007027,0.007161,0.000210,0.000285,0.000402,0.000313
AES,1000,256,23,0.007042,0.007326,0.000265,0.000231,0.000360,0.000255
AES,1000,256,24,0.007012,0.007349,0.000263,0.000214,0.000353,0.000249
AES,1000,256,25,0.007028,0.007154,0.000257,0.000224,0.000337,0.000412
AES,1000,256,26,0.007162,0.007149,0.000186,0.000301,0.000416,0.000314
AES,1000,256,27,0.007034,0.007300,0.000272,0.000205,0.000326,0.000235
AES,1000,256,28,0.007024,0.007362,0.000264,0.000235,0.000353,0.000253
AES,1000,256,29,0.007030,0.007132,0.000177,0.000271,0.000327,0.000414
AES,1000,256,30,0.007021,0.007143,0.000201,0.000320,0.000320,0.000334
AES,1000,256,31,0.007047,0.007171,0.000226,0.000282,0.000392,0.000314
CHACHA20,1,256,1,0.000074,0.000010,0.000024,0.000073,0.000018,0.000009
CHACHA20,1,256,2,0.000010,0.000008,0.000012,0.000009,0.000013,0.000009
CHACHA20,1,256,3,0.000008,0.000007,0.000011,0.000009,0.000011,0.000008
CHACHA20,1,256,4,0.000008,0.000006,0.000011,0.000008,0.000011,0.000008
CHACHA20,1,256,5,0.000008,0.000007,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,6,0.000007,0.000007,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,7,0.000007,0.000007,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,8,0.000007,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,9,0.000007,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,10,0.000007,0.000007,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,11,0.000007,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,12,0.000007,0.000007,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,13,0.000007,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,14,0.000007,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,15,0.000007,0.000006,0.000010,0.000009,0.000010,0.000008
CHACHA20,1,256,16,0.000007,0.000007,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,17,0.000007,0.000007,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,18,0.000007,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,19,0.000007,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,20,0.000007,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,21,0.000007,0.000007,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,22,0.000007,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,23,0.000007,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,24,0.000007,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,25,0.000007,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,26,0.000008,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,27,0.000007,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,28,0.000007,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,29,0.000007,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,1,256,30,0.000008,0.000006,0.000011,0.000008,0.000010,0.000008
CHACHA20,1,256,31,0.000007,0.000006,0.000010,0.000008,0.000010,0.000008
CHACHA20,10,256,1,0.000076,0.000041,0.000015,0.000011,0.000015,0.000010
CHACHA20,10,256,2,0.000042,0.000040,0.000012,0.000009,0.000012,0.000009
CHACHA20,10,256,3,0.000041,0.000040,0.000011,0.000009,0.000012,0.000009
CHACHA20,10,256,4,0.000041,0.000040,0.000011,0.000009,0.000012,0.000009
CHACHA20,10,256,5,0.000041,0.000040,0.000011,0.000009,0.000012,0.000009
CHACHA20,10,256,6,0.000041,0.000040,0.000011,0.000009,0.000011,0.000009
CHACHA20,10,256,7,0.000041,0.000040,0.000011,0.000009,0.000011,0.000009
CHACHA20,10,256,8,0.000041,0.000040,0.000011,0.000009,0.000011,0.000009
CHACHA20,10,256,9,0.000041,0.000040,0.000011,0.000009,0.000011,0.000009
CHACHA20,10,256,10,0.000041,0.000040,0.000011,0.000009,0.000012,0.000009
CHACHA20,10,256,11,0.000041,0.000040,0.000011,0.000009,0.000012,0.000009
CHACHA20,10,256,12,0.000041,0.000040,0.000011,0.000009,0.000011,0.000009
CHACHA20,10,256,13,0.000041,0.000040,0.000011,0.000009,0.000011,0.000009
CHACHA20,10,256,14,0.000041,0.000040,0.000011,0.000009,0.000012,0.000009
CHACHA20,10,256,15,0.000041,0.000040,0.000011,0.000009,0.000011,0.000009
CHACHA20,10,256,16,0.000041,0.000040,0.000011,0.000009,0.000012,0.000009
CHACHA20,10,256,17,0.000041,0.000040,0.000011,0.000009,0.000011,0.000009
CHACHA20,10,256,18,0.000041,0.000040,0.000012,0.000010,0.000012,0.000009
CHACHA20,10,256,19,0.000041,0.000040,0.000011,0.000009,0.000012,0.000009
CHACHA20,10,256,20,0.000041,0.000040,0.000011,0.000009,0.000011,0.000008
CHACHA20,10,256,21,0.000041,0.000040,0.000011,0.000009,0.000012,0.000009
CHACHA20,10,256,22,0.000041,0.000040,0.000011,0.000009,0.000011,0.000008
CHACHA20,10,256,23,0.000041,0.000040,0.000011,0.000009,0.000011,0.000009
CHACHA20,10,256,24,0.000041,0.000040,0.000011,0.000009,0.000011,0.000009
CHACHA20,10,256,25,0.000041,0.000040,0.000011,0.000009,0.000012,0.000009
CHACHA20,10,256,26,0.000041,0.000040,0.000011,0.000009,0.000012,0.000009
CHACHA20,10,256,27,0.000041,0.000040,0.000011,0.000009,0.000011,0.000009
CHACHA20,10,256,28,0.000041,0.000040,0.000011,0.000009,0.000011,0.000009
CHACHA20,10,256,29,0.000041,0.000040,0.000011,0.000009,0.000012,0.000009
CHACHA20,10,256,30,0.000041,0.000040,0.000011,0.000009,0.000011,0.000008
CHACHA20,10,256,31,0.000041,0.000040,0.000011,0.000009,0.000011,0.000009
CHACHA20,50,256,1,0.000249,0.000194,0.000019,0.000014,0.000023,0.000013
CHACHA20,50,256,2,0.000196,0.000190,0.000017,0.000012,0.000018,0.000012
CHACHA20,50,256,3,0.000192,0.000190,0.000015,0.000012,0.000017,0.000012
CHACHA20,50,256,4,0.000192,0.000190,0.000016,0.000012,0.000017,0.000012
CHACHA20,50,256,5,0.000192,0.000190,0.000016,0.000012,0.000018,0.000012
CHACHA20,50,256,6,0.000193,0.000190,0.000015,0.000012,0.000029,0.000014
CHACHA20,50,256,7,0.000192,0.000190,0.000016,0.000012,0.000017,0.000012
CHACHA20,50,256,8,0.000191,0.000189,0.000015,0.000012,0.000017,0.000012
CHACHA20,50,256,9,0.000192,0.000190,0.000016,0.000012,0.000017,0.000012
CHACHA20,50,256,10,0.000190,0.000190,0.000015,0.000012,0.000017,0.000012
CHACHA20,50,256,11,0.000191,0.000190,0.000015,0.000012,0.000017,0.000012
CHACHA20,50,256,12,0.000202,0.000192,0.000015,0.000012,0.000019,0.000012
CHACHA20,50,256,13,0.000191,0.000190,0.000015,0.000012,0.000017,0.000012
CHACHA20,50,256,14,0.000191,0.000190,0.000016,0.000012,0.000017,0.000012
CHACHA20,50,256,15,0.000192,0.000190,0.000015,0.000012,0.000017,0.000012
CHACHA20,50,256,16,0.000192,0.000190,0.000015,0.000012,0.000017,0.000012
CHACHA20,50,256,17,0.000191,0.000190,0.000015,0.000012,0.000076,0.000021
CHACHA20,50,256,18,0.000203,0.000194,0.000025,0.000016,0.000027,0.000016
CHACHA20,50,256,19,0.000194,0.000191,0.000020,0.000013,0.000022,0.000013
CHACHA20,50,256,20,0.000193,0.000191,0.000022,0.000014,0.000021,0.000015
CHACHA20,50,256,21,0.000195,0.000193,0.000024,0.000014,0.000024,0.000014
CHACHA20,50,256,22,0.000191,0.000234,0.000018,0.000012,0.000024,0.000014
CHACHA20,50,256,23,0.000192,0.000190,0.000016,0.000012,0.000018,0.000012
CHACHA20,50,256,24,0.000193,0.000190,0.000017,0.000012,0.000018,0.000012
CHACHA20,50,256,25,0.000192,0.000190,0.000015,0.000012,0.000017,0.000012
CHACHA20,50,256,26,0.000192,0.000190,0.000016,0.000012,0.000017,0.000012
CHACHA20,50,256,27,0.000193,0.000190,0.000016,0.000012,0.000017,0.000012
CHACHA20,50,256,28,0.000191,0.000190,0.000019,0.000013,0.000019,0.000012
CHACHA20,50,256,29,0.000192,0.000190,0.000016,0.000012,0.000017,0.000012
CHACHA20,50,256,30,0.000192,0.000191,0.000016,0.000012,0.000017,0.000012
CHACHA20,50,256,31,0.000191,0.000190,0.000015,0.000012,0.000017,0.000012
CHACHA20,100,256,1,0.000440,0.000384,0.000024,0.000019,0.000031,0.000020
CHACHA20,100,256,2,0.000380,0.000379,0.000021,0.000016,0.000025,0.000017
CHACHA20,100,256,3,0.000382,0.000378,0.000022,0.000016,0.000025,0.000015
CHACHA20,100,256,4,0.000389,0.000378,0.000020,0.000015,0.000024,0.000016
CHACHA20,100,256,5,0.000380,0.000379,0.000020,0.000016,0.000024,0.000016
CHACHA20,100,256,6,0.000380,0.000377,0.000020,0.000016,0.000023,0.000015
CHACHA20,100,256,7,0.000397,0.000378,0.000021,0.000016,0.000025,0.000016
CHACHA20,100,256,8,0.000380,0.000375,0.000020,0.000016,0.000023,0.000016
CHACHA20,100,256,9,0.000380,0.000377,0.000020,0.000015,0.000023,0.000016
CHACHA20,100,256,10,0.000387,0.000377,0.000020,0.000016,0.000023,0.000016
CHACHA20,100,256,11,0.000381,0.000377,0.000020,0.000016,0.000023,0.000015
CHACHA20,100,256,12,0.000380,0.000377,0.000019,0.000016,0.000022,0.000016
CHACHA20,100,256,13,0.000377,0.000377,0.000020,0.000015,0.000023,0.000017
CHACHA20,100,256,14,0.000380,0.000377,0.000020,0.000016,0.000023,0.000015
CHACHA20,100,256,15,0.000380,0.000377,0.000020,0.000015,0.000022,0.000015
